text_original,text_cleaned,sentiment,source
sebagai investor eraa tlkm excl isat ihsg mana gadget 2021 pilihan anda guys grimacing,sebagai investor eraa tlkm excl isat ihsg mana gadget 2021 pilihan anda guys grimacing,Positive,Stockbit (ICCSCI)
TLKM ,tlkm,Neutral,Stockbit (ICCSCI)
BMRI CPIN TLKM kayak agama mau dihapus dari KTP kode broker juga akan dihapus dari info bursa Begitu kah apa smiley,bmri cpin tlkm kayak agama mau dihapus dari ktp kode broker juga akan dihapus dari info bursa begitu kah apa smiley,Neutral,Stockbit (ICCSCI)
TLKM,tlkm,Neutral,Stockbit (ICCSCI)
httpswwwyoutubecomwatchvOO0j75J4Xsk MAIN SAHAM RUGI HINGGA 2 RUKO di usia 23 TAHUN WSBP BJTM BBRI TLKM HMSP,httpswwyoutubecomwatchvoo0j75j4xsk main saham rugi hingga 2 ruko di usia 23 tahun wsbp bjtm bbri tlkm hmsp,Neutral,Stockbit (ICCSCI)
Reporter Nur Qolbi  Editor Wahyu TRahmawatiKONTANCOID  JAKARTA Kesadaran Founder dan Presiden Direktur PT Surya Fajar Sekuritas Steffen Fang untuk berinvestasi mulai timbul saat dia pertama kali bekerja dan memperoleh penghasilan tepatnya pada tahun 2000 Steffen ingin uang gajinya tidak h,reporter nur qolbi editor wahyu trahmawatikontancoid jakarta kesadaran founder dan presiden direktur pt surya fajar sekuritas steffen fang untuk berinvestasi mulai timbul saat dia pertama kali bekerja dan memperoleh penghasilan tepatnya pada tahun 200 steffen ingin uang gajinya tidak h,Neutral,Stockbit (ICCSCI)
JAKARTA PT Centratama Telekomunikasi Indonesia Tbk CENT memperoleh pinjaman sindikasi sebesar Rp 57 triliun dari tiga bank terdiri dari Bank Mandiri Bank Negara Indonesia dan Bank Permata Penandatangan pinjaman dilakukan pada tanggal 24 Februari 2021Sekretaris Perusahaan PT Centratama Telekom,jakarta pt centratama telekomunikasi indonesia tbk cent memperoleh pinjaman sindikasi sebesar rp 57 triliun dari tiga bank terdiri dari bank mandiri bank negara indonesia dan bank permata penandatangan pinjaman dilakukan pada tanggal 24 februari 2021sekretaris perusahaan pt centratama telekom,Positive,Stockbit (ICCSCI)
TLKM,tlkm,Neutral,Stockbit (ICCSCI)
TLKM harga wajarnya berapa ya,tlkm harga wajarnya berapa ya,Neutral,Stockbit (ICCSCI)
Sah Menkes Budi teken beleid vaksinasi mandiri Ini poin lengkap tarif distribusi  httpsnasionalkontancoidnewssahmenkesbuditekenbeleidvaksinasimandiriinipoinlengkaptarifdistribusi  Ada 6664 perusahaan yang daftar vaksin corona mandiri di Kadin Kebutuhannya kurang lebih 75 juta ujarnya   Vaksinasi gratis dari perusahaan untuk karyawan dan keluarganya Jika vaksin rata WFH kerja dari rumah bisa diganti kerja di kantor ekonomi sudah kelihatan akan membaik Mari sabar hold bagi yang kehabisan peluru cicil bertahap bagi yang masih banyak cash kita tunggu sampai semua normal kembali  Target pasar perusahaan rokok golongan I GGRM HMSP termasuk karyawan dan penduduk perkotaan yang terdampak kebijakan PSBB Harus sabar sampai PSBB mulai dibuka semoga labanya bisa kembali sebelum pandemi laba HMSP 14T laba GGRM 10T Harga saham akan mengikuti fundamentalnya dalam jangka panjang  Investasi butuh usaha kumpulin modal kesabaran tunggu timing dan disiplin cicil  TLKM MNCN IHSG,sah menkes budi teken beleid vaksinasi mandiri ini poin lengkap tarif distribusi httpsnasionalkontancoidnewssahmenkesbuditekenbeleidvaksinasimandiriinipoinlengkaptarifdistribusi ada 664 perusahaan yang daftar vaksin corona mandiri di kadin kebutuhannya kurang lebih 75 juta ujarnya vaksinasi gratis dari perusahaan untuk karyawan dan keluarganya jika vaksin rata wfh kerja dari rumah bisa diganti kerja di kantor ekonomi sudah kelihatan akan membaik mari sabar hold bagi yang kehabisan peluru cicil bertahap bagi yang masih banyak cash kita tunggu sampai semua normal kembali target pasar perusahaan rokok golongan i ggrm hmsp termasuk karyawan dan penduduk perkotaan yang terdampak kebijakan psbb harus sabar sampai psbb mulai dibuka semoga labanya bisa kembali sebelum pandemi laba hmsp 14t laba ggrm 10t harga saham akan mengikuti fundamentalnya dalam jangka panjang investasi butuh usaha kumpulin modal kesabaran tunggu timing dan disiplin cicil tlkm mncn ihsg,Positive,Stockbit (ICCSCI)
Katanya byk ritel yg dirugikan karena praktek ikut2an   httpsinvestasikontancoidnewspengamatpenghapusankodebrokersudahtepat Coba kita bertanya kepada ritel nya  APAKAH ANDA DIRUGIKAN KARENA BISA LIHAT KODE BROKER SEPERTI SEKARANG    kl tdk suka  dirugikan kan bisa gk usah lihat byk ritel yg tdk lihat apalagi newbie senior mereka gk paham hrs liat apanya   Kebanyakan yg lihat adalah ritel yg ANALISA SENDIRI  ihsg antm bank bbca tlkm  PGAS ARTO BACA PTBA HMSP GIAA  ICBP WMUU INKP ASII UNVR GGRM ,katanya banyak ritel yang dirugikan karena praktek ikut2an httpsinvestasikontancoidnewspengamatpenghapusankodebrokersudahtepat coba kita bertanya kepada ritel nya apakah anda dirugikan karena bisa lihat kode broker seperti sekarang kl tidak suka dirugikan kan bisa tidak usah lihat banyak ritel yang tidak lihat apalagi newbie senior mereka tidak paham harus liat apanya kebanyakan yang lihat adalah ritel yang analisa sendiri ihsg antm bank bbca tlkm pgas arto baca ptba hmsp giaa icbp wmuu inkp asii unvr ggrm,Negative,Stockbit (ICCSCI)
Siapkan Rp283 Triliun Pemerintah Bangun 4200 BTS pada 2021 TLKM   Kementerian Komunikasi dan Informatika Kemenkominfo telah menandatangani kontrak penyediaan jaringan di wilayah terdepan terluar dan tertinggal 3T dengan sinyal internet 4G  Menkominfo Johnny G Plate menuturkan pemerintah akan membangun menara Base Transceiver Station BTS di 4200 desakelurahan di 2021 dan 3704 desakelurahan di 2022 BTS Telkom Indosat  httpswwwtrenasiacomsiapkanrp283triliunpemerintahbangun4200btspada2021,siapkan rp283 triliun pemerintah bangun 4200 bts pada 2021 tlkm kementerian komunikasi dan informatika kemenkominfo telah menandatangani kontrak penyediaan jaringan di wilayah terdepan terluar dan tertinggal 3t dengan sinyal internet 4g menkominfo johnny g plate menuturkan pemerintah akan membangun menara base transceiver station bts di 4200 desakelurahan di 2021 dan 3704 desakelurahan di 2022 bts telkom indosat httpswwtrenasiacomsiapkanrp283triliunpemerintahbangun4200btspada2021,Neutral,Stockbit (ICCSCI)
Reporter Noverius Laoli  Editor Noverius LaoliKONTANCOID  JAKARTA Indeks Harga Saham Gabungan IHSG berhasil menguat 016 ke 624179 selama pekan terakhir Februari yakni 2226 Februari 2021 Kendati pada perdagangan akhir pekan ini Jumat 262 IHSG merosot 076 atau terpangkas 4785 po,reporter noverius laoli editor noverius laolikontancoid jakarta indeks harga saham gabungan ihsg berhasil menguat 016 ke 624179 selama pekan terakhir februari yakni 226 februari 2021 kendati pada perdagangan akhir pekan ini jumat 262 ihsg merosot 076 atau terpangkas 4785 po,Neutral,Stockbit (ICCSCI)
JAKARTA PT Telekomunikasi Selular Telkomsel anak usaha PT Telekomunikasi Indonesia Tbk TLKM atau Telkom merampungkan pengalihan 6050 menara telekomunikasi kepada PT Dayamitra Telekomunikasi Mitratel Dengan demikian Mitratel yang juga merupakan anak usaha Telkom menjadi salah satu penyedi,jakarta pt telekomunikasi selular telkomsel anak usaha pt telekomunikasi indonesia tbk tlkm atau telkom merampungkan pengalihan 6050 menara telekomunikasi kepada pt dayamitra telekomunikasi mitratel dengan demikian mitratel yang juga merupakan anak usaha telkom menjadi salah satu penyedi,Neutral,Stockbit (ICCSCI)
TLKM TOWR keduanya masih akumulasi agak besar hari ini melanjutkan akumulasi kemarin  NOTE  MOHON BACA PINNED POST,tlkm towr keduanya masih akumulasi agak besar hari ini melanjutkan akumulasi kemarin note mohon baca pinned post,Neutral,Stockbit (ICCSCI)
SamsulH kok bisa BACA TLKM WEGE nyangkut padahal baca kita cuan puluhan persen loh,samsulh kok bisa baca tlkm wege nyangkut padahal baca kita cuan puluhan persen loh,Neutral,Stockbit (ICCSCI)
JAKARTA KOMPAScom – Indeks Harga Saham Gabungan  IHSG ditutup melemah pada penutupan perdagangan di Bursa Efek Indonesia BEI Jumat 2622021Melansir RTI  IHSG ditutup turun 076 persen 478 poin di level 624179 Total transaksi hingga sore ini mencapai Rp 216 triliun dengan volume ,jakarta kompascom indeks harga saham gabungan ihsg ditutup melemah pada penutupan perdagangan di bursa efek indonesia bei jumat 2622021melansir rti ihsg ditutup turun 076 persen 478 poin di level 624179 total transaksi hingga sore ini mencapai rp 216 triliun dengan volume,Neutral,Stockbit (ICCSCI)
Jakarta CNBC IndonesiaIndeks Harga Saham Gabungan IHSG ditutup terkapar pada perdagangan Jumat 25221 Indeks acuan bursa nasional tersebut ditutup terkoreksi 076 ke 624179 di tengah amblesnya bursa Paman Sam IHSG kembali menguji level 6300Nilai transaksi hari ini sebesar sebesar Rp 21,jakarta cnbc indonesiaindeks harga saham gabungan ihsg ditutup terkapar pada perdagangan jumat 25221 indeks acuan bursa nasional tersebut ditutup terkoreksi 076 ke 624179 di tengah amblesnya bursa paman sam ihsg kembali menguji level 6300nilai transaksi hari ini sebesar sebesar rp 21,Neutral,Stockbit (ICCSCI)
Jakarta CNBC IndonesiaIndeks Harga Saham Gabungan IHSG ditutup terkapar pada perdagangan Jumat 25221 Indeks acuan bursa nasional tersebut ditutup terkoreksi 076 ke 624179 di tengah amblesnya bursa Paman Sam IHSG kembali menguji level 6300Nilai transaksi hari ini sebesar sebesar Rp 21,jakarta cnbc indonesiaindeks harga saham gabungan ihsg ditutup terkapar pada perdagangan jumat 25221 indeks acuan bursa nasional tersebut ditutup terkoreksi 076 ke 624179 di tengah amblesnya bursa paman sam ihsg kembali menguji level 6300nilai transaksi hari ini sebesar sebesar rp 21,Neutral,Stockbit (ICCSCI)
TLKM  masih tumbuh anak2nya masih recruitment kali berguna bagi yg nyari kerja masa pandemi  httpsrecruitmenttelkomselcom,tlkm masih tumbuh anak2nya masih recruitment kali berguna bagi yang nyari kerja masa pandemi httpsrecruitmenttelkomselcom,Positive,Stockbit (ICCSCI)
TLKM gimana kabar Starlink punya mamang elon akan kah menggangu bisnis telkom  ANTM EXCL,tlkm gimana kabar starlink punya mamang elon akan kah menggangu bisnis telkom antm excl,Neutral,Stockbit (ICCSCI)
janganjangan kenaikan TLKM beberapa hari lalu ada hubungannya sama ini ya thinking  TLKM IHSG,janganjangan kenaikan tlkm beberapa hari lalu ada hubungannya sama ini ya thinking tlkm ihsg,Positive,Stockbit (ICCSCI)
262 Jumat   Foreign Net Value Buy   Massive  ANTM 398 M  TLKM 289 M BBRI 129 M  Big 10 Net Val Buy  1 Trilyun Big 10 Net Val Buy  ANTM TLKM BBRI BBCA BBTN PTBA FREN BRPT AKRA INCO  Foreign Net Val Sell  Massive  ASII 436 M ACES 217 M BMRI 153 M Big 10 Net Val Sell  1 Trilyun Big 10 Sell  ASII ACES BMRI BBNI UNTR SMGR INTP ICBP INDF MIDI,262 jumat foreign net value buy massive antm 398 m tlkm 289 m bbri 129 m big 10 net val buy 1 trilyun big 10 net val buy antm tlkm bbri bbca bbtn ptba fren brpt akra inco foreign net val sell massive asii 436 m aces 217 m bmri 153 m big 10 net val sell 1 trilyun big 10 sell asii aces bmri bbni untr smgr intp icbp indf midi,Neutral,Stockbit (ICCSCI)
DEWAN583 boleh mampir di gan httpsyoutubeqTBWDFYlpyI semua tentang TLKM lengkap dibahas disitu Terima kasih sebelumnya,dewan583 boleh mampir di gan httpsyoutubeqtbwdfylpyi semua tentang tlkm lengkap dibahas disitu terima kasih sebelumnya,Neutral,Stockbit (ICCSCI)
Pinter ih bandarnya TLKM asing ngeborong tapi harganya segitusegitu aja facewithhandovermouth,pinter ih bandarnya tlkm asing ngeborong tapi harganya segitusegitu saja facewithhandovermouth,Positive,Stockbit (ICCSCI)
Jakarta CNBC Indonesia  Dua saham emiten BUMN masih masuk deretan teratas sahamsaham yang dibeli asing net buy pada perdagangan Kamis kemarin 2522021 di tengah kenaikan Indeks Harga Saham Gabungan IHSGIHSG pun bergerak nyaman di zona hijau kemarin Adapun dua saham BUMN tersebut yakni PT,jakarta cnbc indonesia dua saham emiten bumn masih masuk deretan teratas sahamsaham yang dibeli asing net buy pada perdagangan kamis kemarin 2522021 di tengah kenaikan indeks harga saham gabungan ihsgihsg pun bergerak nyaman di zona hijau kemarin adapun dua saham bumn tersebut yakni pt,Neutral,Stockbit (ICCSCI)
IHSG Of the week  Net Foreign Buy  TLKM  147 T ANTM 131 T BBRI 59294 M BBTN    359 M  Net Foreign Sell  ASII 122 T BMRI 43895 M ACES 23335 M BBCA 224 M,ihsg of the week net foreign buy tlkm 147 t antm 131 t bbri 59294 m bbtn 359 m net foreign sell asii 122 t bmri 43895 m aces 2335 m bbca 224 m,Neutral,Stockbit (ICCSCI)
ASII apakah akan berakhir seperti PGAS yang terus dibuang2 asing dari harga 6000 dan skrg hanya dihargai 1400an atau seperti TLKM yang dibuang terus sampai harga 2500 terus pada akhirnya dibeli kembali hanya wktu yang bisa menjawabnya facewithmonoclefacewithmonoclefacewithmonocle,asii apakah akan berakhir seperti pgas yang terus dibuang2 asing dari harga 600 dan sekarang hanya dihargai 1400an atau seperti tlkm yang dibuang terus sampai harga 2500 terus pada akhirnya dibeli kembali hanya wktu yang bisa menjawabnya facewithmonoclefacewithmonoclefacewithmonocle,Negative,Stockbit (ICCSCI)
Salah satu isu terhangat di dunia telko adalah tentang progress 5G secara komersial  Meski pemerintah yakin bahwa 5G ini hadir di tahun 2021 namun pembatalan pelaksanaan tender frekuensi yang digadang gadang untuk penggelaran 5G cukup menghambat progress komersialisasi 5G  Sementara itu sejumlah operator seluler sudah mempersiapkan diri untuk implementasi 5G Ada yang berfokus dengan teknologi yang bisa dual system 4G dan 5G ada juga yang masih berupaya memperluas jaringan 4G agar implementasi 5G bisa lancar  Bahkan vendor smartphone sudah mulai mengeluarkan device yang support 5G Meski belum banyak namun ini menunjukan ekosistem 5G sudah mulai bermunculan  Mengapa 5G menjadi sesuatu yang menarik dan ditunggu tunggu Ini penjelasannya   Selengkapnya bisa baca di httpswwwinstagramcompCLv2q7lHwPyigshid19j1tjm0trwx7  Follow Instagram plbkrinaliando untuk cerita soal investasi dan hutang yang mudah dipahami  IHSG TLKM EXCL ISAT FREN,salah satu isu terhangat di dunia telko adalah tentang progress 5g secara komersial meski pemerintah yakin bahwa 5g ini hadir di tahun 2021 namun pembatalan pelaksanaan tender frekuensi yang digadang gadang untuk penggelaran 5g cukup menghambat progress komersialisasi 5g sementara itu sejumlah operator seluler sudah mempersiapkan diri untuk implementasi 5g ada yang berfokus dengan teknologi yang bisa dual system 4g dan 5g ada juga yang masih berupaya memperluas jaringan 4g agar implementasi 5g bisa lancar bahkan vendor smartphone sudah mulai mengeluarkan device yang support 5g meski belum banyak namun ini menunjukan ekosistem 5g sudah mulai bermunculan mengapa 5g menjadi sesuatu yang menarik dan ditunggu tunggu ini penjelasannya selengkapnya bisa baca di httpswwinstagramcompclv2q7lhwpyigshid19j1tjm0trwx7 follow instagram plbkrinaliando untuk cerita soal investasi dan hutang yang mudah dipahami ihsg tlkm excl isat fren,Positive,Stockbit (ICCSCI)
hebat TLKM  yg lain pada merah dia bisa tetap bertahan tak tergoyahkan,hebat tlkm yang lain pada merah dia bisa tetap bertahan tak tergoyahkan,Positive,Stockbit (ICCSCI)
Target deket aja 3750 TLKM,target deket saja 3750 tlkm,Positive,Stockbit (ICCSCI)
TLKM TOWR gw curiga ada berita blm keluar nih,tlkm towr saya curiga ada berita belum keluar ini,Negative,Stockbit (ICCSCI)
TLKM Asing akumulasi banyak masa jual dibawah wkwk naikin lah nanti jualannya di 4000 aja,tlkm asing akumulasi banyak masa jual dibawah naikin lah nanti jualannya di 400 saja,Positive,Stockbit (ICCSCI)
Ipotnews  Indeks Harga Saham Gabungan  IHSG  terjun ke pelemahan signifikan pada akhir perdagangan sesi I hari Jumat 262  IHSG  melorot 133 persen 84 poin ke posisi 6205Indeks LQ45 132 ke 939Indeks IDX30 125 ke 500Indeks IDX80 163 ke 134Jakarta Islamic Indes JII 197 ke,ipotnews indeks harga saham gabungan ihsg terjun ke pelemahan signifikan pada akhir perdagangan sesi i hari jumat 262 ihsg melorot 133 persen 84 poin ke posisi 6205indeks lq45 132 ke 939indeks idx30 125 ke 500indeks idx80 163 ke 134jakarta islamic indes jii 197 ke,Neutral,Stockbit (ICCSCI)
Ipotnews   IHSG  terperosok di zona merah pada akhir sesi I Jumat 262 Indeks melemah sebesar 133 persen atau 83 poin menjadi 6205 dari sesi opening di level 6245Sepanjang sesi I terpantau indeks sempat menyentuh level tertinggi 6302 serta di level terendah 6203 Sebanyak 109 emiten meng,ipotnews ihsg terperosok di zona merah pada akhir sesi i jumat 262 indeks melemah sebesar 133 persen atau 83 poin menjadi 6205 dari sesi opening di level 6245sepanjang sesi i terpantau indeks sempat menyentuh level tertinggi 6302 serta di level terendah 6203 sebanyak 109 emiten meng,Neutral,Stockbit (ICCSCI)
TLKM ,tlkm,Neutral,Stockbit (ICCSCI)
TLKM benerbener spesialis tikungan,tlkm benerbener spesialis tikungan,Neutral,Stockbit (ICCSCI)
GDYR Saya sudah ada barang dari harga 1800 skrg harga udah 3100 Dana yang awalnya 18 juta jadi 31 juta TLKM HMSP BBCA GGRM ,gdyr saya sudah ada barang dari harga 1800 sekarang harga sudah 3100 dana yang awalnya 18 juta jadi 31 juta tlkm hmsp bbca ggrm,Neutral,Stockbit (ICCSCI)
BBKP ANTM BNBA BANK TLKM   Mulai Bulan Juli ada Perubahan jam perdagangan Bursa Efek   Sebelumnya Jakarta Automated Trading System JATS untuk SeninKamis berlangsung mulai pukul 0900 WIB hingga pukul 1200 WIB untuk sesi perdagangan pertama  Lalu sesi kedua dimulai pada pukul 1330 WIB hingga pukul 1549 WIB Khusus Jumat sesi I berakhir pada pukul 1130 WIB dan dimulai lagi pada pukul 1400 WIB dan ditutup pada pukul 1549 WIB,bbkp antm bnba bank tlkm mulai bulan juli ada perubahan jam perdagangan bursa efek sebelumnya jakarta automated trading system jats untuk seninkamis berlangsung mulai pukul 0900 wib hingga pukul 1200 wib untuk sesi perdagangan pertama lalu sesi kedua dimulai pada pukul 1330 wib hingga pukul 1549 wib khusus jumat sesi i berakhir pada pukul 1130 wib dan dimulai lagi pada pukul 1400 wib dan ditutup pada pukul 1549 wib,Neutral,Stockbit (ICCSCI)
SMKLW BNBA TLKM TOWR ambil posisi 1819 senin berangkat rocket  bisikan bandar ,smklw bnba tlkm towr ambil posisi 1819 senin berangkat rocket bisikan bandar,Neutral,Stockbit (ICCSCI)
BMRI 6100 kuat juga kelihatannya thinking  support yg paling susah d tembus tembus gara gara corona aja kemarin  bank buku 4 BUMN  bank besar    yg mau serok serok senin cuan pray   IHSG TLKM BBRI ANTM,bmri 6100 kuat juga kelihatannya thinking support yang paling susah d tembus tembus gara gara corona saja kemarin bank buku 4 bumn bank besar yang mau serok serok senin cuan pray ihsg tlkm bbri antm,Neutral,Stockbit (ICCSCI)
THIS IS IT  NOW OR NEVER  R E B O U N D  JAYALAH IHSG musclesunglassesflagidflagid  ANTM BRIS AGRO BBRI TLKM,this is it now or never r e b o u n d jayalah ihsg musclesunglassesflagidflagid antm bris agro bbri tlkm,Positive,Stockbit (ICCSCI)
OH YES  WE ARE STRONG BABY musclesunglassesflagidflagid  ANTM BRIS BBRI AGRO TLKM,oh yes we are strong baby musclesunglassesflagidflagid antm bris bbri agro tlkm,Positive,Stockbit (ICCSCI)
TLKM asing maruk disini udah beberapa minggu hahaha,tlkm asing maruk disini sudah beberapa minggu,Positive,Stockbit (ICCSCI)
TLKM aja laaaaah murah Aman haaaahaaaa lemot dikit gpp ,tlkm saja laah murah aman haahaa lemot dikit gpp,Positive,Stockbit (ICCSCI)
Go go TLKM,go go tlkm,Positive,Stockbit (ICCSCI)
ihsg  Sekali lagi Satu Kata    R E B O U N D musclesunglassesflagidflagid  Baca tlkm BBni bbkp,ihsg sekali lagi satu kata r e b o u n d musclesunglassesflagidflagid baca tlkm bbni bbkp,Neutral,Stockbit (ICCSCI)
Jakarta CNBC Indonesia  Bursa saham kawasan Asia terkapar di zona merah pada perdagangan hari ini Jumat 2622021 Nasib serupa juga dialami pasar modal Tanah Air Indeks Harga Saham Gabungan IHSG anjlok 8365 poin atau terkoreksi 133 ke 6205997 di sesi I perdagangan Sebanyak 109 saham,jakarta cnbc indonesia bursa saham kawasan asia terkapar di zona merah pada perdagangan hari ini jumat 2622021 nasib serupa juga dialami pasar modal tanah air indeks harga saham gabungan ihsg anjlok 8365 poin atau terkoreksi 133 ke 6205997 di sesi i perdagangan sebanyak 109 saham,Neutral,Stockbit (ICCSCI)
ASSI ADRO BBCA TKIM TLKM  責任在肩上，希望在手中。 TANGGUNG JAWAB DIPUNDAK HARAPAN DITANGAN  妈妈真偉大 IBU ITU HEBAT,assi adro bbca tkim tlkm 責任在肩上 希望在手中 tanggung jawab dipundak harapan ditangan 妈妈真偉大 ibu itu hebat,Neutral,Stockbit (ICCSCI)
TLKM buset dijagain sama big fund,tlkm buset dijagain sama big fund,Negative,Stockbit (ICCSCI)
DEWAN583 bagus juga gan enak dibawa tidur liat aja analisa gw beli tlkm,dewan583 bagus juga gan enak dibawa tidur liat saja analisa saya beli tlkm,Positive,Stockbit (ICCSCI)
TLKM sampai hari ini masih terjadi akummulasi  NOTE  MOHON BACA PINNED POST,tlkm sampai hari ini masih terjadi akummulasi note mohon baca pinned post,Positive,Stockbit (ICCSCI)
Realita kang fear tanpa data yang banyak terjadi  antm inco TLKM BBRI bris,realita kang fear tanpa data yang banyak terjadi antm inco tlkm bbri bris,Negative,Stockbit (ICCSCI)
Bilang turun dikatain tebar fear lalu naik buat tutup gap buat TP dikatain lagi fear lu gak mempan dan akhirnya dijawab tegas oleh market dibanting lagi akhir sesi 1  lalu apa kabar anda yang super optimis tadi  semoga tidak nyangkut   objektiflah menerima berita lihat kondisi market jangan cuma termakan para yth pompomers  gap sudah tertutup sesi 2 mau kemana silahkan cek DJIF  market global   IHSG BBRI BMRI BBNI TLKM,bilang turun dikatain tebar fear lalu naik buat tutup gap buat tp dikatain lagi fear kamu tidak mempan dan akhirnya dijawab tegas oleh market dibanting lagi akhir sesi 1 lalu apa kabar anda yang super optimis tadi semoga tidak nyangkut objektiflah menerima berita lihat kondisi market jangan cuma termakan para yth pompomers gap sudah tertutup sesi 2 mau kemana silahkan cek djif market global ihsg bbri bmri bbni tlkm,Neutral,Stockbit (ICCSCI)
BBTN kena trailing stop tp 7 an TLKM kena trailing stop 4 TBIG kena stoploss 5 INTP kena SL juga buy di 13000 kena di 12500 joyjoyjoyjoyjoy UNVR doang yang sepertinya antibadai masih belum nyentuh SL riset berhari hari ambrek gara gara aksidental isu upsidedownwinkupsidedownwinkupsidedownwinkupsidedownroflroflroflroflroflroflfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomiting,bbtn kena trailing stop tp 7 an tlkm kena trailing stop 4 tbig kena stoploss 5 intp kena sl juga buy di 1300 kena di 12500 joyjoyjoyjoyjoy unvr doang yang sepertinya antibadai masih belum nyentuh sl riset berhari hari ambrek gara gara aksidental isu upsidedownwinkupsidedownwinkupsidedownwinkupsidedownroflroflroflroflroflroflfacevomitingfacevomitingfacevomitingfacevomitingfacevomitingfacevomiting,Neutral,Stockbit (ICCSCI)
Update TLKM area perang  Silahkan mau beli di area mana jual di area mana atau diam dulu ,update tlkm area perang silahkan mau beli di area mana jual di area mana atau diam dulu,Negative,Stockbit (ICCSCI)
tangankananbandar mohon ijin TLKM praypray,tangankananbandar mohon ijin tlkm praypray,Positive,Stockbit (ICCSCI)
Selow aja ga usa goyang kayak stang becak    AISA TLKM DOID BMRI TINS,selow saja ga usa goyang kayak stang becak aisa tlkm doid bmri tins,Positive,Stockbit (ICCSCI)
Ipotnews   IHSG  dibuka melemah di level 6246 pagi ini Jumat 262 Kemarin indeks ditutup di level 6289 kemudian pada pukul 0909 WIB pagi ini indeks masih terkoreksi 067 persen atau 42 poin menjadi 6247 Terpantau indeks sempat menyentuh level tertinggi 6249 serta di level terendah 6203 ,ipotnews ihsg dibuka melemah di level 6246 pagi ini jumat 262 kemarin indeks ditutup di level 6289 kemudian pada pukul 0909 wib pagi ini indeks masih terkoreksi 067 persen atau 42 poin menjadi 6247 terpantau indeks sempat menyentuh level tertinggi 6249 serta di level terendah 6203,Neutral,Stockbit (ICCSCI)
News Update pointright GiC jadi Investor ARTO eksekusi sebagian saham Gojek dan MEi Rp 315 Triliun pointright kenaikan harga minyak dunia mempengaruhi biaya bahan bakar yang dibutuhkan ADRO pointright Bank JaGo segera Rights Issued Rp 705 T pointright SSIA terima pernyataan minat dari 60 calon investor di Subang smartpolitan pointright IHSG ambles tapi asing masih borong saham TLKM pointright BEI hentikan sementara perdagangan saham FORU BVIC dan MARI pointright INCO catat Laba USD 82 juta di tahun 2020 pointright PII dan SMF perkuat sinergi proyek KPBU,news update pointright gic jadi investor arto eksekusi sebagian saham gojek dan mei rp 315 triliun pointright kenaikan harga minyak dunia mempengaruhi biaya bahan bakar yang dibutuhkan adro pointright bank jago segera rights issued rp 705 t pointright ssia terima pernyataan minat dari 60 calon investor di subang smartpolitan pointright ihsg ambles tapi asing masih borong saham tlkm pointright bei hentikan sementara perdagangan saham foru bvic dan mari pointright inco catat laba usd 82 juta di tahun 2020 pointright pii dan smf perkuat sinergi proyek kpbu,Neutral,Stockbit (ICCSCI)
TLKM beberapa pekan terakhir dah mulai ada massive accum dari market maker Semoga lebih cepat harganya di angkat airplane,tlkm beberapa pekan terakhir dah mulai ada massive accum dari market maker semoga lebih cepat harganya di angkat airplane,Positive,Stockbit (ICCSCI)
TLKM ini 3500 itu udah harga tertingginya atau masih belum ya kalo belum lumayan ni bisa serok  ANTM BRIS ASII,tlkm ini 3500 itu sudah harga tertingginya atau masih belum ya kalau belum lumayan ni bisa serok antm bris asii,Positive,Stockbit (ICCSCI)
semua saham turun ya    yang msh ku perhatikan model MEDC ASRI LSIP TLKM ADRO wege   masih pada akum si asing terutama si tlkm    ini turun faktor pada panik bursa luar merah membara   tukang baca berita non stop boleh bagi ada berita menarik apa kah   ,semua saham turun ya yang masih ku perhatikan model medc asri lsip tlkm adro wege masih pada akum si asing terutama si tlkm ini turun faktor pada panik bursa luar merah membara tukang baca berita non stop boleh bagi ada berita menarik apa kah,Neutral,Stockbit (ICCSCI)
Beli Atas Jual Bawah Gak Jual Ya Nyangkut qmanrunningmanrunning  ANTM WSKT PGAS PTPP TLKM,beli atas jual bawah tidak jual ya nyangkut qmanrunningmanrunning antm wskt pgas ptpp tlkm,Negative,Stockbit (ICCSCI)
ternyata ga cuma di politik yg pake buzzer hahaha SIDO TLKM WEGE WSKT IHSG,ternyata ga cuma di politik yang pake buzzer sido tlkm wege wskt ihsg,Neutral,Stockbit (ICCSCI)
CL aja lah males maen saham ginian mending bmri tlkm aman,cl saja lah males maen saham ginian mending bmri tlkm aman,Positive,Stockbit (ICCSCI)
celmarsp _x000D_ tidak lagi karena TLKM udah bisa bermain di atas MA20 dan MA50 Kemungkinan malah membuat pattern inverted head  shoulder,celmarsp _x00d_ tidak lagi karena tlkm sudah bisa bermain di atas ma20 dan ma50 kemungkinan malah membuat pattern inverted head shoulder,Neutral,Stockbit (ICCSCI)
Porto sucor ane nanti malem pasti menderita joy  HOKI TLKM red red,porto sucor ane nanti malem pasti menderita joy hoki tlkm red red,Neutral,Stockbit (ICCSCI)
